year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,status
2002,Holden,Commodore,SS VX Automatic Sedan,Sedan,5.0,2002-04,2002-04,6H8VXK69F2L852764,AOK50X,NSW,"Sold Unregistered, Without Plates",0.0,8,5.7,Petrol,Automatic,259979,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912014/motor-vehicles-motor-cycles/2002-holden-commodore-ss-vx-automatic-sedan,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",13.0,"$1,200",3d 3h 19m32s,active
2013,Ford,Kuga,AWD TREND TF Turbo Diesel Automatic Wagon,Wagon,5.0,2013-11,2014-01,WF0AXXWPMADD77742,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4,2,Diesel,Automatic,"174912 - Odometer discrepancy detected, see attached history report.",km,Blue,Black,Yes,No,No,No,Yes,NSW,https://www.grays.com/lot/0001-10912015/motor-vehicles-motor-cycles/2013-ford-kuga-awd-trend-tf-turbo-diesel-automatic-wagon,"Transmission Requires attention Strongly recommend inspection by qualified third party
Flat Battery. Jump start or towing required
Paint fading Roof and bonnet
Damaged Left taillight","Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,$9,3d 3h 19m27s,active
2006,Mercedes,Benz,ML63 AMG W164 Automatic Wagon,Wagon,5.0,2006-08,2006-10,WDC1641772A169832,No plates,NSW,"Sold Unregistered, Without Plates",0.0,8,6.2,Petrol,Automatic,149439,km,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912016/motor-vehicles-motor-cycles/2006-mercedes-benz-ml63-amg-w164-automatic-wagon,Paint fading Roof and bonnet,"CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Location: 46 Clyde Street, Hamilton North, NSW, 2292",13.0,$809,3d 3h 19m20s,active
2011,Audi,A4,2.0 TFSI Quattro B8 Manual Sedan,Sedan,5.0,2011-07,2011-10,WAUZZZ8K8CA017115,DWY52U,NSW,"Sold Unregistered, Without Plates",0.0,4,2,Premium Unleaded,Manual,224275,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912017/motor-vehicles-motor-cycles/2011-audi-a4-2-0-tfsi-quattro-b8-manual-sedan,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",3.0,$209,3d 3h 19m12s,active
1990,FORD.,KF,LASER. GHIA Automatic Sedan,,5.0,1990-09,1990-09,6FPAAAUK8RLB60014,No plates,,"Sold Unregistered, Without Plates",0.0,4,1.8,Petrol,Automatic,245093,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912018/motor-vehicles-motor-cycles/1990-ford-kf-laser-ghia-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Left rear quarter
Corrosion visible Engine bay.","Air conditioning, Power steering, Location: 46 Clyde Street, Hamilton North, NSW, 2292",1.0,$9,3d 3h 19m6s,active
2020,Ford,Ranger,XLT 4X4 PX III Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2020-08,2020-09,MPBUMFF50LX299090,FEI60J,NSW,"Sold Unregistered, Without Plates",0.0,5,3.2,Diesel,Automatic,124000,km,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912019/motor-vehicles-motor-cycles/2020-ford-ranger-xlt-4x4-px-iii-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Bluetooth Capability, Bull Bar, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",19.0,"$1,800",3d 3h 19m1s,active
2015,Holden,Trax,ACTIVE SPECIAL EDTN TJ Automatic Wagon,Wagon,5.0,2015-03,2015-04,KL3BA7659FB167676,CYL30P,NSW,"Sold Unregistered, Without Plates",0.0,4,1.8,Petrol,Automatic,171244,km,Dark Grey,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912020/motor-vehicles-motor-cycles/2015-holden-trax-active-special-edtn-tj-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,$9,3d 3h 18m56s,active
2007,Mitsubishi,Pajero,VR-X LWB (4x4) NS T/D Automatic 7 Seats Wagon,Wagon,7.0,2007-09,2007-10,JMFLYV98W8J000309,CM95FJ,NSW,24-10-2025- Registration will only be transferred to the registered bidder who must hold a valid NSW Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,2.0,4,3.2,Diesel,Automatic,239136,km,Silver,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912021/motor-vehicles-motor-cycles/2007-mitsubishi-pajero-vr-x-lwb-4x4-ns-t-d-automatic-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Third Row Seat, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",21.0,"$4,350",3d 3h 18m51s,active
2012,Subaru,XV,2.0i-S G4X CVT Hatchback,Hatchback,5.0,2012-02,2012-03,JF1GP7KC5CG006969,No plates,NSW,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,CVT,157323,km,Dark Grey,Black Leather,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10912022/motor-vehicles-motor-cycles/2012-subaru-xv-2-0i-s-g4x-cvt-hatchback,Dents or marks on body consistent with age and kilometres.,"Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Power Steering, Reversing Camera, Satellite navigation system, Sunroof, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",2.0,$500,3d 3h 18m45s,active
2016,Holden,Trax,LS TJ Automatic Wagon,Wagon,5.0,2016-04,2016-05,KL3BA7659GB684888,DK39JA,NSW,"Sold Unregistered, Without Plates",0.0,4,1.8,Petrol,Automatic,73875,km,Orange,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912023/motor-vehicles-motor-cycles/2016-holden-trax-ls-tj-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",4.0,$309,3d 3h 18m38s,active
2015,Ford,Ranger,XL 4X4 PX Turbo Diesel Automatic Dual Cab,Dual Cab,5.0,2015-04,2015-05,MNAUMFF80FW438268,1ZU3EI,VIC,"Sold Unregistered, Without Plates",0.0,4,2.2,Diesel,Automatic,275861,km,White,Black,Yes,Yes,Yes,No,Yes,NSW,https://www.grays.com/lot/0001-10912024/motor-vehicles-motor-cycles/2015-ford-ranger-xl-4x4-px-turbo-diesel-automatic-dual-cab,"Medium Dent on Rear Ute Tub
Dents or marks on body consistent with age and kilometres.
Radio Not Working","Air Conditioning, Bluetooth Capability, Bull Bar, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 46 Clyde Street, Hamilton North, NSW, 2292",0.0,$9,3d 3h 18m33s,active
2007,Mercedes,Benz,B- Class Turbo W245 CVT Hatchback,Hatchback,5.0,2007-02,2007-06,WDD2452342J215626,1XE7VU,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,4,2,Petrol,CVT,71994,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051732/motor-vehicles-motor-cycles/2007-mercedes-benz-b-class-turbo-w245-cvt-hatchback,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various
Other Warning light ON","Air Conditioning, CD Player, Cruise Control, Driver Airbag, Electric Windows, Park Distance Control Front, Park Distance Control Front, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 529 (351296)",11.0,$509,3d 3h 3m24s,active
2015,Subaru,Outback,2.5i Premium B6A CVT Wagon,Wagon,5.0,2015-03,2015-04,JF2BS9KC2FG006246,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Petrol,CVT,286620,km,White,Cream Leather,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21051978/motor-vehicles-motor-cycles/2015-subaru-outback-2-5i-premium-b6a-cvt-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Back bumper
Seat Torn Front passenger","Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 237f (351133)",0.0,"$5,000",3h 3m14s,active
2010,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,2.0,2010-03,2010-04,KMFWBX7JMAU246184,1UW8PI,VIC,30-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,"234748 Odometer discrepancy detected, see attached history report",km,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052526/motor-vehicles-motor-cycles/2010-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Right panel
Fuel flap broken, missing
Paint peeling Above back left wheel
Front bumper damage Cracked bumper.
Medium Scratch on around the van
Medium Scuff on around the van","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 114 (348196)",0.0,$9,3d 3h 3m6s,active
2007,Honda,CR-V,Sport RE Manual Wagon,Wagon,5.0,2007-01,2007-02,MRHRE47507P030153,1AX7IW,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,4,2.4,Petrol,Manual,165326,km,Black,Cream,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052628/motor-vehicles-motor-cycles/2007-honda-cr-v-sport-re-manual-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dents and Scratch Various Panels.
Carpet worn in places.","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Power Steering, Roof Rail, Sunroof, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1002 (352768)",11.0,$509,3d 3h 2m59s,active
2012,Nissan,Navara,4X2 ST D40 Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2012-10,2013-01,VSKCVAD40A0504084,ZPY686,VIC,05-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,227487,km,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052643/motor-vehicles-motor-cycles/2012-nissan-navara-4x2-st-d40-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Scratch on Passenger rear door
Condensation in LH headlight","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 99 GV352782",52.0,"$4,800",3h 2m50s,active
2016,Ford,Ranger,XL 4X2 Hi-Rider PX II Turbo Diesel Auto Crew Cab Chassis,,5.0,2016-06,2016-07,MNAUMEF80GW602827,1IM9PN,VIC,19-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.2,Diesel,Automatic,295626,km,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052685/motor-vehicles-motor-cycles/2016-ford-ranger-xl-4x2-hi-rider-px-ii-turbo-diesel-auto-crew-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Large Dent on Bonnet.
Medium Scratch on body.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Roof Racks, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 623c GV352486",18.0,"$5,000",3h 2m44s,active
2003,Nissan,Skyline,Automatic Sedan,,5.0,Unable to locate,2010-07,6U900000V35155991,No plates,,"Sold Unregistered, Without Plates",2.0,4,2.5,Petrol,Automatic - 4 Speed,231727,km,Silver,Cream,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052742/motor-vehicles-motor-cycles/2003-nissan-skyline-automatic-sedan,"Back Seat Stains.
Dash Torn or Cracked
Front bumper Cracked bumper.
Dents or marks on body consistent with age and kilometres.
Engine light ON
Front Seat Stains both seats","Air Conditioning, CD Player, Driver Airbag, Electric Windows, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 777 GV352681",3.0,$109,2d 3h 7m38s,active
2006,Hyundai,Sonata,Elite NF Automatic Sedan,Sedan,5.0,2006-04,2006-07,KMHEU41FR6A232862,No plates,VIC,"Sold Unregistered, Without Plates",0.0,6,3.3,Petrol,Automatic,201392,km,Gold,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052743/motor-vehicles-motor-cycles/2006-hyundai-sonata-elite-nf-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Paint cracked multiple locations
Large Dent on LH quarter panel
Front Seat worn both
Paint fading multiple locations","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 963 (352682)",0.0,$9,2d 3h 7m30s,active
2014,Ford,Focus,Trend LW II Turbo Diesel Automatic Hatchback,Hatchback,5.0,2014-11,2014-12,MPB1XXMXB1EA05362,1DP9JB,VIC,30-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Diesel,Automatic,207445,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052785/motor-vehicles-motor-cycles/2014-ford-focus-trend-lw-ii-turbo-diesel-automatic-hatchback,"Front Seat worn Drivers
Dents or marks on body consistent with age and kilometres.
Medium Scuff on lh front bumper","Dash cam - front & rear hardwired to car, Sony AX4000 head unit with new speakers and sound dampening, Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 594c (352778)",4.0,"$3,000",1d 3h 7m22s,active
2015,Kia,Cerato,S PREMIUM YD Automatic Hatchback,Hatchback,5.0,2015-04,2015-06,KNAFK516MF5438237,1EW3YW,VIC,26-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.8,Petrol,Automatic,159274,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052793/motor-vehicles-motor-cycles/2015-kia-cerato-s-premium-yd-automatic-hatchback,"Slight engine rattle.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 471A (353003)",60.0,"$4,100",3h 2m17s,active
2004,Audi,A6,3.0 TDi Quattro C6 Turbo Diesel Automatic Sedan,Sedan,5.0,2004-08,2005-01,WAUZZZ4F25N036490,DGK695,VIC,04-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3,Diesel,Automatic,215316,km,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052812/motor-vehicles-motor-cycles/2004-audi-a6-3-0-tdi-quattro-c6-turbo-diesel-automatic-sedan,"Medium Scuff on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Front Seat worn Driver seat","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, Park Distance Control Rear, Power Steering, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 991 (352254)",8.0,$709,3h 2m8s,active
2016,Mazda,2,Neo DJ Auto Hatchback - RWC Issued 2/7/25 - (WOVR - Inspected),Hatchback,5.0,2016-04,2016-05,MM0DJ2HAA0W205812,2CG9NQ,VIC,01-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.5,Petrol,Automatic,67783,km,Black,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052815/motor-vehicles-motor-cycles/2016-mazda-2-neo-dj-auto-hatchback-rwc-issued-2-7-25-wovr-inspected,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 258A (352309)",63.0,"$6,100",3h 1m59s,active
2006,Toyota,Hiace,LWB TRH201R Automatic Van,Van,3.0,2006-05,2006-06,JTFHX02P000012293,1YX5SU,VIC,17-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.7,Petrol,Automatic,269560,km,White,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052824/motor-vehicles-motor-cycles/2006-toyota-hiace-lwb-trh201r-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Dent on Various parts on panels
Engine Smoke visible","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, Power Steering, Crash Test Star Rating 3, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 504 (352926)",59.0,"$4,309",3h 1m48s,active
2012,Nissan,LEAF,Direct Drive Hatchback,Hatchback,5.0,2012-03,2012-05,JN1FAAZE0A0200030,1MD8BE,VIC,22-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,0,0,Electric,Direct Drive,69227,km,White,Cream,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052884/motor-vehicles-motor-cycles/2012-nissan-leaf-direct-drive-hatchback,"Front Seat Stains Front seat
Medium Dent on Right side
Dents or marks on body consistent with age and kilometres.
Front bumper Cracked bumper.","Air Conditioning, CD Player, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1123A (352719)",1.0,"$6,000",3h 1m38s,active
2006,Volkswagen,Eos,2.0 Turbo FSI 1F Automatic Convertible,Convertible,4.0,2006-02,2016-04,WVWZZZ1FZ8V038720,BSH852,VIC,18-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2,Petrol,Automatic,147674,km,Black,Cream Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052916/motor-vehicles-motor-cycles/2006-volkswagen-eos-2-0-turbo-fsi-1f-automatic-convertible,"Door Mirror Broken Passenger side mirror
Medium Dent on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels","Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather trim, MP3 Capability, Park Distance Control Rear, Power Steering, Satellite Navigation, Sunroof, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1056 (351916)",11.0,"$1,009",3h 1m29s,active
2013,Mazda,CX-5,Grand Touring KE Turbo Diesel Automatic Wagon,Wagon,5.0,2013-01,2013-01,JM0KE102100138651,2AQ6RL,VIC,15-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.2,Diesel,Automatic,190484,km,Red,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052933/motor-vehicles-motor-cycles/2013-mazda-cx-5-grand-touring-ke-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation, Sunroof, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 599 (352822)",9.0,"$20,000",3h 1m17s,active
2014,Volkswagen,Passat,118 TSI 3C Automatic Sedan,Sedan,5.0,2014-05,2014-08,WVWZZZ3CZEE166645,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,1.8,Petrol,Automatic,122995,km,Grey,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052934/motor-vehicles-motor-cycles/2014-volkswagen-passat-118-tsi-3c-automatic-sedan,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite Navigation System, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 361 (350000)",1.0,"$5,000",3h 1m11s,active
2009,Mini,Cooper,R56 Manual Hatchback,Hatchback,4.0,2009-07,2009-08,WMWMF32020TV55087,XJE091,VIC,"Sold Unregistered, Without Plates",2.0,4,1.6,Petrol,Manual,141688,km,Red,Multi,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052955/motor-vehicles-motor-cycles/2009-mini-cooper-r56-manual-hatchback,"Engine idling rough
Medium Scratch on Various parts on panels
Paint cracked Roof
Medium Scuff on Various parts on panels
Engine light ON","Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1050 GV353374",13.0,$755,1d 3h 6m6s,active
2011,Volvo,XC60,T5 Automatic Wagon,Wagon,5.0,2011-11,2012-01,YV1DZ475BC2284348,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2,Petrol,Automatic - 6 Speed,"184940 - Odometer discrepancy detected, see attached history report.",km,Gold,Cream Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052963/motor-vehicles-motor-cycles/2011-volvo-xc60-t5-automatic-wagon,"Front bumper Cracked bumper.
Body/panel damage Front bumper and front quarter panel on passenger side
Large Scratch on Various parts on panels
Large Dent on Passenger side quarter panel and bumper
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Exterior: Windscreen trim missing
Seat Torn Driver seat","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1178 (353375)",1.0,$9,1d 3h 6m0s,active
2014,Holden,Sportwagon,Evoke VF Automatic Wagon,Wagon,5.0,2014-07,2014-07,6G1FA8E57EL994433,CYH835,VIC,18-07-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,6,3,Petrol,Automatic,176973,km,White,Black Leather,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052966/motor-vehicles-motor-cycles/2014-holden-sportwagon-evoke-vf-automatic-wagon,"Engine idling rough
Engine light ON
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Leather trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reversing Camera, Satellite Navigation System, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 542 (353251)",23.0,"$3,000",3h 0m54s,active
2021,Kia,STONIC,S YB Automatic Wagon,Wagon,5.0,2021-10,Unable to locate,KNADA814MN6626319,2BS8BC,VIC,11-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,1.4,Petrol,Automatic,59229,km,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21052967/motor-vehicles-motor-cycles/2021-kia-stonic-s-yb-automatic-wagon,"Door card Worn.
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 93 (352807)",95.0,"$13,000",3h 0m51s,active
